# MPI Multi Latency Test
# Size [B]        Latency [us]
0                       669.00
1                       672.52
2                       670.53
4                       668.32
8                       672.57
16                      671.23
32                      678.66
64                      688.74
128                     706.26
256                    1046.24
512                    1447.80
1024                   1742.87
2048                   1287.92
4096                   1497.13
8192                   2140.88
16384                  4239.45
32768                  6561.10
65536                 12578.04
131072                32261.41
262144                60147.56
524288               109034.94
1048576              208737.72
2097152              389999.26
4194304              816482.54
