# MPI Gather Latency Test
# Size [B]        Latency [us]
0                         5.93
1                     28439.09
2                     26621.21
4                     27708.08
8                     29275.34
16                    30440.73
32                    31019.41
64                    27207.96
128                   26205.45
256                   27208.99
512                   27239.11
1024                  27051.23
2048                  44170.53
4096                  51607.41
8192                  60569.17
16384                 29097.26
32768                 29306.01
65536                 59725.49
131072                56677.87
262144               253920.02
524288               507638.24
1048576              429069.33
