# MPI Gather Latency Test
# Size [B]        Latency [us]
0                         5.92
1                     25232.66
2                     24710.81
4                     25103.03
8                     27133.16
16                    26656.40
32                    27214.66
64                    23700.77
128                   22023.27
256                   22177.69
512                   24099.37
1024                  21376.24
2048                  26659.89
4096                  32646.46
8192                  38917.55
16384                 18966.53
32768                 27971.43
65536                 37316.87
131072                79702.59
262144               172904.80
524288               322494.93
1048576              692263.24
