# MPI All-to-All Latency Test
# Size [B]        Latency [us]
0                         7.51
1                      4404.49
2                      4341.96
4                      4478.86
8                      4430.42
16                     4538.40
32                     7520.94
64                     9422.32
128                   11091.55
256                   12160.55
512                   20960.23
1024                  30917.97
2048                  32976.88
4096                  38513.12
8192                  77417.93
16384                150693.71
32768                255769.03
65536                390924.46
131072               834964.40
262144              1819890.38
524288              3870219.24
1048576             7882176.93
