Iniciando testes de Rede...

Iniciando bateria: 8... 

Iniciando rodada de testes: 1 bateria: 8

Iniciando teste osu_allgather_ sex 25 ago 2023 12:41:22 -03

# MPI Allgather Latency Test
# Size [B]        Latency [us]
8                       248.14
16                      265.05
32                      277.12
64                     1227.13
128                    2404.49
256                    4383.84
512                    4576.10
1024                   4769.77
2048                   5411.90
4096                   8169.72
8192                  12898.35
16384                 23011.62
32768                 43531.82
65536                 83829.04
131072               164928.29
262144               326834.67
524288               658231.43
1048576             1319907.36
Rodada 5 bateria: 16 
Iniciando bateria: 20... 

Iniciando rodada de testes: 1 bateria: 20

Iniciando teste osu_allgather_ dom 27 ago 2023 01:53:32 -03

# MPI Allgather Latency Test
# Size [B]        Latency [us]
0                         5.66
1                      4014.23
2                      3975.75
4                      3941.24
8                      4065.27
16                     4005.18
32                     4556.91
64                     5746.38
128                    7388.56
256                    9575.14
512                   11258.77
1024                  13024.07
2048                  17109.09
4096                  54477.87
8192                  74453.59
16384                126064.69
32768                184260.98
65536                348211.81
131072               719031.78
262144              1372365.54
524288              2678078.60
1048576             5364730.92
Iniciando teste osu_alltoall_ dom 27 ago 2023 02:53:16 -03

# MPI All-to-All Latency Test
# Size [B]        Latency [us]
0                         8.88
1                      4879.66
2                      4565.51
4                      4442.38
8                      4600.52
16                     4844.05
32                     7916.48
64                     9641.75
128                   11937.18
256                   12279.55
512                   20199.98
1024                  30673.40
2048                  33072.38
4096                  39038.04
8192                  82120.33
16384                152499.96
32768                265653.54
65536                397601.19
131072               840343.56
262144              1805182.61
524288              3880897.36
1048576             7852730.45
Iniciando teste osu_alltoallv_ dom 27 ago 2023 03:26:39 -03

# MPI Alltoallv Latency Test
# Size [B]        Latency [us]
0                        27.14
1                     13236.11
2                     12040.92
4                     12599.20
8                     12232.30
16                    12649.72
32                    11792.39
64                    12363.16
128                   11999.11
256                   19026.08
512                   19787.97
1024                  30610.38
2048                  32742.34
4096                  39113.00
8192                  79765.99
16384                158686.91
32768                260352.75
65536                408013.85
131072               731798.70
262144              1430179.51
524288              2924892.23
1048576             6540333.47
Iniciando teste osu_barrier_ dom 27 ago 2023 03:55:56 -03

# MPI Barrier Latency Test
# Size [B]        Latency [us]
0                      2155.61
Iniciando teste osu_bcast_ dom 27 ago 2023 03:56:00 -03

Iniciando teste osu_gather_ dom 27 ago 2023 04:17:26 -03

# MPI Gather Latency Test
# Size [B]        Latency [us]
0                         5.79
1                     26079.88
2                     25359.28
4                     26219.49
8                     28402.53
16                    27440.02
32                    28578.82
64                    31759.52
128                   26275.28
256                   26476.74
512                   25174.27
1024                  23751.18
2048                  36414.41
4096                  42041.82
8192                  49164.11
16384                 23318.87
32768                 23782.25
65536                 33496.58
131072                87311.44
262144               124388.71
524288               336909.52
1048576              377637.92
Iniciando teste osu_multi_lat_ dom 27 ago 2023 05:37:58 -03

# MPI Multi Latency Test
# Size [B]        Latency [us]
0                       638.60
1                       640.48
2                       640.06
4                       631.38
8                       641.84
16                      642.71
32                      652.48
64                      657.74
128                     678.36
256                    1022.31
512                    1393.15
1024                   1723.51
2048                   1207.99
4096                   1329.95
8192                   1785.63
16384                  3577.34
32768                  5311.17
65536                  9169.89
131072                25069.95
262144                50918.43
524288                87068.11
1048576              156862.20
2097152              305118.05
4194304              631623.37
Iniciando teste osu_scatter_ dom 27 ago 2023 06:39:33 -03

# MPI Scatter Latency Test
# Size [B]        Latency [us]
0                         5.72
1                       302.03
2                       323.61
4                       335.47
8                       340.00
16                      351.18
32                      362.56
64                     1321.18
128                    2560.57
256                    4407.83
512                    4731.36
1024                   5133.09
2048                   5773.46
4096                   8252.94
8192                  13927.42
16384                 26898.96
32768                 49692.88
65536                 97652.54
131072               194776.75
262144               383999.39
524288               771639.74
1048576             1548790.26
Rodada 1 bateria: 20 
Iniciando rodada de testes: 2 bateria: 20

Iniciando teste osu_allgather_ dom 27 ago 2023 06:54:20 -03

# MPI Allgather Latency Test
# Size [B]        Latency [us]
0                         5.82
1                      4024.28
2                      3904.72
4                      3850.96
8                      3922.17
16                     3798.46
32                     4494.39
64                     5688.35
128                    7453.68
256                    9483.15
512                   10643.46
1024                  12985.79
2048                  16258.39
4096                  51992.27
8192                  70994.37
16384                121808.83
32768                184935.31
65536                340359.60
131072               706674.53
262144              1367880.39
524288              2672805.26
1048576             5345622.04
Iniciando teste osu_alltoall_ dom 27 ago 2023 07:52:27 -03

# MPI All-to-All Latency Test
# Size [B]        Latency [us]
0                         7.67
1                      4822.59
2                      5021.97
4                      4520.97
8                      4553.81
16                     4955.21
32                     7569.54
64                     9329.81
128                   11057.63
256                   12665.01
512                   21051.15
1024                  31604.21
2048                  33899.54
4096                  40570.04
8192                  83305.70
16384                151313.94
32768                258736.75
65536                397847.43
131072               838794.96
262144              1809365.27
524288              3843633.97
1048576             7901970.59
Iniciando teste osu_alltoallv_ dom 27 ago 2023 08:25:54 -03

# MPI Alltoallv Latency Test
# Size [B]        Latency [us]
0                        27.21
1                     12343.94
2                     12026.28
4                     12906.99
8                     11871.59
16                    12488.29
32                    12233.29
64                    12531.98
128                   11916.70
256                   19303.94
512                   20310.92
1024                  30673.55
2048                  33093.27
4096                  39538.93
8192                  82510.97
16384                161934.34
32768                259117.73
65536                393429.79
131072               726265.06
262144              1399718.52
524288              2875459.79
1048576             6291483.58
Iniciando teste osu_barrier_ dom 27 ago 2023 08:54:37 -03

# MPI Barrier Latency Test
# Size [B]        Latency [us]
0                      2180.56
Iniciando teste osu_bcast_ dom 27 ago 2023 08:54:40 -03

# MPI Broadcast Latency Test
# Size [B]        Latency [us]
0                         5.49
1                       206.12
2                       214.10
4                       206.92
8                       217.67
16                      213.61
32                      217.54
64                      230.03
128                     225.27
256                    3595.04
512                    3678.86
1024                   5920.25
2048                   3946.49
4096                   4340.02
8192                   5382.07
16384                 34580.96
32768                 47219.93
65536                 54761.25
131072                81591.80
262144               115446.55
524288               191421.07
1048576              352961.70
Iniciando teste osu_gather_ dom 27 ago 2023 09:01:55 -03

# MPI Gather Latency Test
# Size [B]        Latency [us]
0                         6.05
1                     25969.23
2                     25268.55
4                     26011.12
8                     27346.74
16                    28574.63
32                    28199.04
64                    31259.84
128                   25219.78
256                   26989.72
512                   25203.37
1024                  24687.95
2048                  33910.26
4096                  40376.34
8192                  46379.85
16384                 20411.52
32768                 21535.42
65536                 43447.08
131072                47745.85
262144               142841.48
524288               349504.31
1048576              629215.28
Iniciando teste osu_multi_lat_ dom 27 ago 2023 10:21:16 -03

# MPI Multi Latency Test
# Size [B]        Latency [us]
0                       624.53
1                       633.97
2                       630.90
4                       634.66
8                       627.81
16                      639.27
32                      639.35
64                      652.48
128                     664.70
256                    1024.03
512                    1399.59
1024                   1722.15
2048                   1210.16
4096                   1336.50
8192                   1808.30
16384                  3567.29
32768                  5310.99
65536                  9357.96
131072                25136.55
262144                50406.67
524288                88649.72
1048576              152584.80
2097152              299748.77
4194304              615900.17
Iniciando teste osu_scatter_ dom 27 ago 2023 11:21:26 -03

# MPI Scatter Latency Test
# Size [B]        Latency [us]
0                         5.53
1                       323.24
2                       314.26
4                       320.44
8                       324.23
16                      338.11
32                      342.60
64                     1361.01
128                    2529.00
256                    4417.60
512                    4844.42
1024                   5141.14
2048                   5762.83
4096                   8198.09
8192                  14332.39
16384                 25501.95
32768                 50720.06
65536                 99615.73
131072               198403.57
262144               392228.61
524288               774151.86
1048576             1545687.44
Rodada 2 bateria: 20 
Iniciando rodada de testes: 3 bateria: 20

Iniciando teste osu_allgather_ dom 27 ago 2023 11:36:19 -03

# MPI Allgather Latency Test
# Size [B]        Latency [us]
0                         5.49
1                      3822.56
2                      3776.80
4                      4227.47
8                      4289.92
16                     3708.83
32                     4435.63
64                     5712.64
128                    7829.56
256                    9861.53
512                   10969.65
1024                  12964.18
2048                  17004.57
4096                  53775.70
8192                  75658.68
16384                132222.08
32768                198916.14
65536                347296.70
131072               708238.63
262144              1373956.88
524288              2675166.18
1048576             5383648.81
Iniciando teste osu_alltoall_ dom 27 ago 2023 12:36:12 -03

# MPI All-to-All Latency Test
# Size [B]        Latency [us]
0                         7.49
1                      4716.51
2                      4574.45
4                      4699.13
8                      4833.34
16                     5537.08
32                     7448.37
64                     9130.68
128                   11512.38
256                   12409.57
512                   20642.32
1024                  30971.62
2048                  33186.24
4096                  39483.09
8192                  84206.12
16384                152319.69
32768                261199.18
65536                398274.40
131072               841416.71
262144              1818935.45
524288              3865679.15
1048576             7857535.18
Iniciando teste osu_alltoallv_ dom 27 ago 2023 13:09:36 -03

# MPI Alltoallv Latency Test
# Size [B]        Latency [us]
0                        27.98
1                     12994.01
2                     11648.14
4                     12324.02
8                     11634.53
16                    12185.82
32                    12016.74
64                    12473.39
128                   12881.07
256                   18730.55
512                   20139.64
1024                  29865.69
2048                  33243.34
4096                  38650.15
8192                  79902.49
16384                163665.07
32768                260482.35
65536                398146.43
131072               740279.62
262144              1406892.68
524288              2872021.06
1048576             6353724.48
Iniciando teste osu_barrier_ dom 27 ago 2023 13:38:25 -03

# MPI Barrier Latency Test
# Size [B]        Latency [us]
0                      2233.67
Iniciando teste osu_bcast_ dom 27 ago 2023 13:38:29 -03

# MPI Broadcast Latency Test
# Size [B]        Latency [us]
0                         5.43
1                       226.53
2                       230.14
4                       224.42
8                       229.71
16                      231.37
32                      233.22
64                      239.40
128                     241.45
256                    3671.29
512                    3830.23
1024                   6042.69
2048                   3999.09
4096                   4333.04
8192                   5443.90
16384                 33165.86
32768                 47962.57
65536                 56585.74
131072                76912.76
262144               116329.29
524288               192803.50
1048576              353228.37
Iniciando teste osu_gather_ dom 27 ago 2023 13:45:44 -03

# MPI Gather Latency Test
# Size [B]        Latency [us]
0                         6.07
1                     25981.32
2                     25349.40
4                     26270.80
8                     28051.35
16                    28320.86
32                    28138.19
64                    31208.30
128                   26208.81
256                   25448.05
512                   25930.78
1024                  23599.44
2048                  34360.31
4096                  39385.19
8192                  44516.15
16384                 22785.79
32768                 26765.48
65536                 39606.76
131072                47474.58
262144               180897.67
524288               358541.50
1048576              378249.90
Iniciando teste osu_multi_lat_ dom 27 ago 2023 15:06:05 -03

# MPI Multi Latency Test
# Size [B]        Latency [us]
0                       629.96
1                       635.31
2                       629.48
4                       634.73
8                       632.47
16                      637.91
32                      638.34
64                      653.11
128                     667.00
256                    1023.45
512                    1393.71
1024                   1717.28
2048                   1208.85
4096                   1348.34
8192                   1813.39
16384                  3579.82
32768                  5430.87
65536                  9549.82
131072                24970.11
262144                51396.53
524288                87407.15
1048576              155456.96
2097152              306371.62
4194304              636860.61
Iniciando teste osu_scatter_ dom 27 ago 2023 16:07:54 -03

# MPI Scatter Latency Test
# Size [B]        Latency [us]
0                         5.78
1                       342.07
2                       344.88
4                       347.82
8                       331.88
16                      357.89
32                      366.58
64                     1336.00
128                    2480.32
256                    4338.58
512                    4777.41
1024                   5025.50
2048                   5738.38
4096                   8984.61
8192                  14331.78
16384                 25760.40
32768                 50588.75
65536                 96854.20
131072               196388.27
262144               385514.83
524288               771618.72
1048576             1542868.07
Rodada 3 bateria: 20 
Iniciando rodada de testes: 4 bateria: 20

Iniciando teste osu_allgather_ dom 27 ago 2023 16:22:49 -03

# MPI Allgather Latency Test
# Size [B]        Latency [us]
0                         5.48
1                      3830.09
2                      3966.29
4                      3863.66
8                      3721.58
16                     4024.37
32                     4823.15
64                     6101.25
128                    7526.76
256                   10003.19
512                   10793.99
1024                  13196.23
2048                  16546.75
4096                  54445.55
8192                  74425.72
16384                128840.54
32768                194951.52
65536                347604.21
131072               722045.84
262144              1376769.76
524288              2690158.11
1048576             5408992.42
Iniciando teste osu_alltoall_ dom 27 ago 2023 17:22:37 -03

# MPI All-to-All Latency Test
# Size [B]        Latency [us]
0                         7.89
1                      4846.63
2                      4666.25
4                      4914.16
8                      4962.45
16                     4987.30
32                     7943.87
64                     9337.40
128                   11121.21
256                   12299.77
512                   20825.36
1024                  32693.28
2048                  34816.62
4096                  41052.86
8192                  75874.82
16384                154530.00
32768                257178.57
65536                398362.87
131072               834456.79
262144              1796892.26
524288              3872527.68
1048576             7899308.16
Iniciando teste osu_alltoallv_ dom 27 ago 2023 17:56:02 -03

# MPI Alltoallv Latency Test
# Size [B]        Latency [us]
0                        27.14
1                     12290.49
2                     12338.04
4                     11879.15
8                     11985.07
16                    12459.32
32                    12770.72
64                    12537.94
128                   12636.83
256                   18188.22
512                   21373.56
1024                  32080.77
2048                  34654.87
4096                  40218.68
8192                  74968.98
16384                157332.68
32768                255891.21
65536                395838.56
131072               716034.13
262144              1401956.77
524288              2732229.26
1048576             5724992.14
Iniciando teste osu_barrier_ dom 27 ago 2023 18:23:24 -03

# MPI Barrier Latency Test
# Size [B]        Latency [us]
0                      2146.84
Iniciando teste osu_bcast_ dom 27 ago 2023 18:23:28 -03

