0,1,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304
506.46,506.11,507.90,505.43,508.90,506.44,516.32,521.29,530.72,827.08,1256.19,1609.93,1013.75,1062.55,1430.71,2245.64,3822.08,6578.70,12337.95,23591.33,45830.88,90507.72,179527.51,357882.53
468.34,462.98,463.51,462.39,461.45,461.57,462.24,464.78,468.19,627.44,938.01,1608.93,1020.72,1087.51,1451.52,2295.15,3869.42,6637.47,12325.30,23637.03,46030.01,90723.68,179842.68,358465.80
458.59,451.71,455.06,448.70,450.94,454.43,451.84,454.94,455.56,595.66,947.45,1566.79,1002.97,1061.81,1445.84,2304.28,3873.68,6650.96,12368.33,23616.25,45918.29,90511.82,179547.26,358026.29
489.86,497.67,494.16,489.56,498.28,493.57,498.18,506.10,522.20,830.00,1259.42,1570.74,1000.37,1063.90,1429.23,2263.14,3826.18,6606.35,12378.46,23569.30,45825.51,90524.52,179461.31,357824.50
488.43,486.44,487.55,493.99,504.64,521.06,525.00,529.14,539.84,831.75,1249.62,1601.75,1016.01,1071.83,1628.46,2347.39,3830.45,6607.79,12280.85,23578.24,46045.43,90719.58,179832.92,358603.01
