0,1,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576
5.48,85.20,82.97,83.41,82.73,82.78,87.62,94.39,105.11,2091.76,2260.72,3771.32,2382.84,2749.03,3355.99,4889.25,8023.90,13535.11,24785.14,47464.90,92206.92,181381.85
5.38,81.81,84.70,83.62,83.11,85.45,86.12,94.36,102.51,2082.12,2244.49,3699.74,2485.17,2669.80,3323.32,4866.23,8001.18,13502.75,24836.62,47223.41,91928.46,181217.37
5.41,83.60,85.53,86.67,86.99,86.69,90.43,99.07,104.41,2100.80,2230.81,3709.40,2311.42,2639.04,3347.89,4858.27,8006.96,13398.66,24812.51,47253.21,91828.02,181232.07
5.45,92.32,95.36,93.58,99.61,97.79,102.45,107.71,121.81,2062.54,2222.18,3637.61,2538.99,2594.52,3328.62,4893.58,7986.73,13426.40,24868.07,47184.67,91939.02,181211.40
5.56,87.16,81.41,84.63,80.89,83.76,87.12,91.66,101.52,2103.13,2233.98,3668.98,2537.38,2611.89,3328.43,4905.29,7989.45,13393.23,24920.17,47286.87,91836.61,181113.27
