0,1,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304
17.75,20.13,18.79,19.25,19.30,20.19,19.38,19.52,19.36,22.58,23.94,27.29,37.17,52.74,97.11,216.15,422.54,770.71,1444.53,2719.26,5246.17,10400.91,20730.20,41307.14
17.68,19.15,20.90,19.52,19.26,19.24,20.08,19.55,19.84,22.02,24.72,27.87,36.47,53.30,97.77,217.62,423.30,775.14,1512.25,2716.68,5269.84,10399.36,20646.68,41223.56
18.12,19.45,19.02,20.29,19.19,19.32,20.18,20.79,20.78,22.58,25.33,27.43,35.96,53.26,97.96,224.72,408.44,783.05,1440.76,2732.26,5278.71,10384.44,20679.69,41301.26
17.78,20.03,18.86,18.89,19.45,20.66,19.40,19.48,19.40,22.44,24.23,27.30,35.98,53.77,97.22,215.31,419.59,773.17,1448.62,2723.72,5276.99,10383.49,20668.42,41355.26
17.79,19.14,19.42,20.49,19.40,19.31,18.94,20.64,19.52,21.50,25.10,27.33,35.24,52.44,96.62,224.08,409.83,779.32,1437.07,2750.22,5313.31,10407.17,20663.42,41322.30
